0,0,0,26
0,0,1,26
0,0,2,26
0,0,3,26
0,0,4,26
0,0,5,26
0,0,6,26
0,0,7,26
0,0,8,26
0,0,9,26
0,0,10,26
0,0,11,26
0,0,12,26
0,0,13,26
0,1,5,185392
0,1,6,53296
0,1,7,53296
0,1,8,136240
0,4,6,7221
0,4,7,7221
0,5,1,121904
0,5,5,121904
0,5,8,121904
0,5,12,121904
0,6,0,187440
0,6,1,57392
0,6,2,58416
0,6,3,59440
0,6,4,58416
0,6,5,57392
0,6,6,56368
0,6,7,56368
0,6,8,57392
0,6,9,58416
0,6,10,59440
0,6,11,58416
0,6,12,57392
0,6,13,138288
1,0,0,26
1,0,1,26
1,0,2,26
1,0,3,26
1,0,4,26
1,0,5,26
1,0,6,26
1,0,7,26
1,0,8,26
1,0,9,26
1,0,10,26
1,0,11,26
1,0,12,26
1,0,13,26
1,1,1,5
1,1,2,5
1,1,3,5
1,1,4,5
1,1,5,5
1,1,6,5
1,1,7,5
1,1,8,5
1,1,9,5
1,1,10,5
1,1,11,5
1,1,12,5
1,2,1,5
1,2,2,9
1,2,3,9
1,2,4,9
1,2,5,5
1,2,6,186424
1,2,7,55352
1,2,8,5
1,2,9,9
1,2,10,9
1,2,11,9
1,2,12,5
1,3,1,5
1,3,2,9
1,3,3,10300
1,3,4,9
1,3,5,5
1,3,6,187448
1,3,7,56376
1,3,8,5
1,3,9,9
1,3,10,10300
1,3,11,9
1,3,12,5
1,4,1,5
1,4,2,9
1,4,3,11324
1,4,4,9
1,4,5,5
1,4,6,5
1,4,7,5
1,4,8,5
1,4,9,9
1,4,10,11324
1,4,11,9
1,4,12,5
1,5,0,106544
1,5,1,5
1,5,2,9
1,5,3,9
1,5,4,9
1,5,5,5
1,5,6,25732
1,5,7,25732
1,5,8,5
1,5,9,9
1,5,10,9
1,5,11,9
1,5,12,5
1,5,13,73776
1,6,0,41008
1,6,1,5
1,6,2,5
1,6,3,5
1,6,4,5
1,6,5,5
1,6,6,5
1,6,7,5
1,6,8,5
1,6,9,5
1,6,10,5
1,6,11,5
1,6,12,5
1,6,13,8240
1,7,1,59440
1,7,2,60464
1,7,3,61488
1,7,4,60464
1,7,5,59440
1,7,6,58416
1,7,7,58416
1,7,8,59440
1,7,9,60464
1,7,10,61488
1,7,11,60464
1,7,12,59440
2,0,0,26
2,0,1,26
2,0,2,26
2,0,3,26
2,0,4,26
2,0,5,26
2,0,6,26
2,0,7,26
2,0,8,26
2,0,9,26
2,0,10,26
2,0,11,26
2,0,12,26
2,0,13,26
2,1,1,5
2,1,2,21
2,1,3,21
2,1,4,21
2,1,5,21
2,1,6,21
2,1,7,21
2,1,8,21
2,1,9,21
2,1,10,21
2,1,11,21
2,1,12,5
2,2,1,9
2,2,12,9
2,3,1,9
2,3,12,9
2,4,1,9
2,4,12,9
2,5,1,9
2,5,12,9
2,6,0,41008
2,6,1,5
2,6,2,15391
2,6,11,48159
2,6,12,5
2,6,13,8240
2,7,1,91184
2,7,2,9
2,7,11,9
2,7,12,91184
2,8,1,59440
2,8,2,60464
2,8,3,61488
2,8,4,60464
2,8,5,59440
2,8,6,58416
2,8,7,58416
2,8,8,59440
2,8,9,60464
2,8,10,61488
2,8,11,60464
2,8,12,59440
3,0,0,26
3,0,1,26
3,0,2,26
3,0,3,26
3,0,4,26
3,0,5,26
3,0,6,26
3,0,7,26
3,0,8,26
3,0,9,26
3,0,10,26
3,0,11,26
3,0,12,26
3,0,13,26
3,1,1,5
3,1,2,21
3,1,3,21
3,1,4,21
3,1,5,21
3,1,6,21
3,1,7,21
3,1,8,21
3,1,9,21
3,1,10,21
3,1,11,21
3,1,12,5
3,2,1,9
3,2,12,9
3,3,1,11324
3,3,12,11324
3,4,1,12348
3,4,12,12348
3,5,1,9
3,5,12,9
3,6,0,42032
3,6,1,5
3,6,2,15391
3,6,11,48159
3,6,12,5
3,6,13,9264
3,7,2,9
3,7,11,9
3,8,1,91184
3,8,2,9
3,8,11,9
3,8,12,91184
3,9,1,59440
3,9,2,60464
3,9,3,61488
3,9,4,60464
3,9,5,59440
3,9,6,58416
3,9,7,58416
3,9,8,59440
3,9,9,60464
3,9,10,61488
3,9,11,60464
3,9,12,59440
4,0,0,26
4,0,1,26
4,0,2,26
4,0,3,26
4,0,4,26
4,0,5,26
4,0,6,26
4,0,7,26
4,0,8,26
4,0,9,26
4,0,10,26
4,0,11,26
4,0,12,26
4,0,13,26
4,1,1,5
4,1,2,21
4,1,3,21
4,1,4,21
4,1,5,21
4,1,6,21
4,1,7,21
4,1,8,21
4,1,9,21
4,1,10,21
4,1,11,21
4,1,12,5
4,2,1,9
4,2,12,9
4,3,1,9
4,3,12,9
4,4,1,9
4,4,12,9
4,5,1,9
4,5,12,9
4,6,0,41008
4,6,1,5
4,6,2,15391
4,6,11,48159
4,6,12,5
4,6,13,8240
4,7,2,9
4,7,11,9
4,8,2,11324
4,8,11,11324
4,9,1,93232
4,9,2,9
4,9,11,9
4,9,12,93232
4,10,1,61488
4,10,2,62512
4,10,3,63536
4,10,4,62512
4,10,5,61488
4,10,6,60464
4,10,7,60464
4,10,8,61488
4,10,9,62512
4,10,10,63536
4,10,11,62512
4,10,12,61488
5,0,0,26
5,0,1,26
5,0,2,26
5,0,3,26
5,0,4,26
5,0,5,26
5,0,6,26
5,0,7,26
5,0,8,26
5,0,9,26
5,0,10,26
5,0,11,26
5,0,12,26
5,0,13,26
5,1,1,5
5,1,2,21
5,1,3,21
5,1,4,21
5,1,5,21
5,1,6,21
5,1,7,21
5,1,8,21
5,1,9,21
5,1,10,21
5,1,11,21
5,1,12,5
5,2,1,5
5,2,12,5
5,3,1,5
5,3,12,5
5,4,1,5
5,4,12,5
5,5,0,106544
5,5,1,5
5,5,12,5
5,5,13,73776
5,6,0,41008
5,6,1,5
5,6,2,15391
5,6,11,48159
5,6,12,5
5,6,13,8240
5,7,2,9
5,7,11,9
5,8,2,12348
5,8,11,12348
5,9,2,13372
5,9,11,13372
5,10,1,109616
5,10,2,9
5,10,3,15391
5,10,10,48159
5,10,11,9
5,10,12,76848
5,11,1,12341
5,11,2,13365
5,11,3,14389
5,11,4,13365
5,11,5,12341
5,11,6,11317
5,11,7,11317
5,11,8,12341
5,11,9,13365
5,11,10,14389
5,11,11,13365
5,11,12,12341
6,0,0,26
6,0,1,26
6,0,2,26
6,0,3,26
6,0,4,26
6,0,5,26
6,0,6,26
6,0,7,26
6,0,8,26
6,0,9,26
6,0,10,26
6,0,11,26
6,0,12,26
6,0,13,26
6,1,1,5
6,1,2,21
6,1,3,21
6,1,4,21
6,1,5,21
6,1,6,21
6,1,7,21
6,1,8,21
6,1,9,21
6,1,10,21
6,1,11,21
6,1,12,5
6,2,1,9
6,2,12,9
6,3,1,9
6,3,12,9
6,4,1,9
6,4,12,9
6,5,1,9
6,5,12,9
6,6,0,41008
6,6,1,5
6,6,2,15391
6,6,11,48159
6,6,12,5
6,6,13,8240
6,7,2,9
6,7,11,9
6,8,2,11324
6,8,11,11324
6,9,1,126000
6,9,2,9
6,9,11,9
6,9,12,126000
6,10,1,28720
6,10,2,29744
6,10,3,30768
6,10,4,29744
6,10,5,28720
6,10,6,27696
6,10,7,27696
6,10,8,28720
6,10,9,29744
6,10,10,30768
6,10,11,29744
6,10,12,28720
7,0,0,26
7,0,1,26
7,0,2,26
7,0,3,26
7,0,4,26
7,0,5,26
7,0,6,26
7,0,7,26
7,0,8,26
7,0,9,26
7,0,10,26
7,0,11,26
7,0,12,26
7,0,13,26
7,1,1,5
7,1,2,21
7,1,3,21
7,1,4,21
7,1,5,21
7,1,6,21
7,1,7,21
7,1,8,21
7,1,9,21
7,1,10,21
7,1,11,21
7,1,12,5
7,2,1,9
7,2,12,9
7,3,1,11324
7,3,12,11324
7,4,1,12348
7,4,12,12348
7,5,1,9
7,5,12,9
7,6,0,42032
7,6,1,5
7,6,2,15391
7,6,11,48159
7,6,12,5
7,6,13,9264
7,7,2,9
7,7,11,9
7,8,1,123952
7,8,2,9
7,8,11,9
7,8,12,123952
7,9,1,26672
7,9,2,27696
7,9,3,28720
7,9,4,27696
7,9,5,26672
7,9,6,25648
7,9,7,25648
7,9,8,26672
7,9,9,27696
7,9,10,28720
7,9,11,27696
7,9,12,26672
8,0,0,26
8,0,1,26
8,0,2,26
8,0,3,26
8,0,4,26
8,0,5,26
8,0,6,26
8,0,7,26
8,0,8,26
8,0,9,26
8,0,10,26
8,0,11,26
8,0,12,26
8,0,13,26
8,1,1,5
8,1,2,21
8,1,3,21
8,1,4,21
8,1,5,21
8,1,6,21
8,1,7,21
8,1,8,21
8,1,9,21
8,1,10,21
8,1,11,21
8,1,12,5
8,2,1,9
8,2,12,9
8,3,1,9
8,3,12,9
8,4,1,9
8,4,12,9
8,5,1,9
8,5,12,9
8,6,0,41008
8,6,1,5
8,6,2,15391
8,6,11,48159
8,6,12,5
8,6,13,8240
8,7,1,123952
8,7,2,9
8,7,11,9
8,7,12,123952
8,8,1,26672
8,8,2,27696
8,8,3,28720
8,8,4,27696
8,8,5,26672
8,8,6,25648
8,8,7,25648
8,8,8,26672
8,8,9,27696
8,8,10,28720
8,8,11,27696
8,8,12,26672
9,0,0,26
9,0,1,26
9,0,2,26
9,0,3,26
9,0,4,26
9,0,5,26
9,0,6,26
9,0,7,26
9,0,8,26
9,0,9,26
9,0,10,26
9,0,11,26
9,0,12,26
9,0,13,26
9,1,1,5
9,1,2,5
9,1,3,5
9,1,4,5
9,1,5,5
9,1,6,5
9,1,7,5
9,1,8,5
9,1,9,5
9,1,10,5
9,1,11,5
9,1,12,5
9,2,1,5
9,2,2,9
9,2,3,9
9,2,4,9
9,2,5,5
9,2,6,9
9,2,7,9
9,2,8,9
9,2,9,9
9,2,10,9
9,2,11,9
9,2,12,5
9,3,1,5
9,3,2,9
9,3,3,10300
9,3,4,9
9,3,5,5
9,3,6,9
9,3,7,9
9,3,8,9
9,3,9,9
9,3,10,9
9,3,11,9
9,3,12,5
9,4,1,5
9,4,2,9
9,4,3,11324
9,4,4,9
9,4,5,5
9,4,6,9
9,4,7,9
9,4,8,9
9,4,9,9
9,4,10,9
9,4,11,9
9,4,12,5
9,5,0,106544
9,5,1,5
9,5,2,9
9,5,3,9
9,5,4,9
9,5,5,5
9,5,6,9
9,5,7,9
9,5,8,9
9,5,9,9
9,5,10,9
9,5,11,9
9,5,12,5
9,5,13,73776
9,6,0,41008
9,6,1,5
9,6,2,5
9,6,3,5
9,6,4,5
9,6,5,5
9,6,6,5
9,6,7,5
9,6,8,5
9,6,9,5
9,6,10,5
9,6,11,5
9,6,12,5
9,6,13,8240
9,7,1,26672
9,7,2,27696
9,7,3,28720
9,7,4,27696
9,7,5,26672
9,7,6,25648
9,7,7,25648
9,7,8,26672
9,7,9,27696
9,7,10,28720
9,7,11,27696
9,7,12,26672
10,0,0,26
10,0,1,26
10,0,2,26
10,0,3,26
10,0,4,26
10,0,5,26
10,0,6,26
10,0,7,26
10,0,8,26
10,0,9,26
10,0,10,26
10,0,11,26
10,0,12,26
10,0,13,26
10,5,1,89136
10,5,5,89136
10,5,12,89136
10,6,0,171056
10,6,1,24624
10,6,2,25648
10,6,3,26672
10,6,4,25648
10,6,5,24624
10,6,6,23600
10,6,7,23600
10,6,8,24624
10,6,9,25648
10,6,10,26672
10,6,11,25648
10,6,12,24624
10,6,13,154672
